date,state,positive,negative,pending,hospitalized,death,total,dateChecked
20200307,AK,0,12,2,,,14,2020-03-07T21:00:00Z
20200307,OH,0,9,5,,,14,2020-03-07T21:00:00Z
20200307,KS,0,11,2,,,13,2020-03-07T21:00:00Z
20200307,MT,0,11,,,,11,2020-03-07T21:00:00Z
20200307,DE,0,10,0,,,10,2020-03-07T21:00:00Z
20200307,DC,0,8,1,,,9,2020-03-07T21:00:00Z
20200307,AR,0,6,0,,,6,2020-03-07T21:00:00Z
20200307,SD,0,5,0,,,5,2020-03-07T21:00:00Z
20200307,WV,0,2,3,,,5,2020-03-07T21:00:00Z
20200307,ME,0,1,,,,1,2020-03-07T21:00:00Z
20200307,LA,0,,,,,0,2020-03-07T21:00:00Z
20200307,MO,0,,,,,0,2020-03-07T21:00:00Z
20200307,MS,0,,,,,0,2020-03-07T21:00:00Z
20200307,ND,0,0,,,,0,2020-03-07T21:00:00Z
20200307,WY,0,,,,,0,2020-03-07T21:00:00Z
20200307,AL,0,,,,,0,2020-03-07T21:00:00Z
20200307,CT,0,,,,,0,2020-03-07T21:00:00Z
20200306,WA,79,370,,,,449,2020-03-06T21:00:00Z
20200306,CA,60,462,,,,522,2020-03-06T21:00:00Z
20200306,NY,33,92,236,,,361,2020-03-06T21:00:00Z
20200306,FL,9,55,51,,,115,2020-03-06T21:00:00Z
20200306,MA,8,,,,,8,2020-03-06T21:00:00Z
20200306,IL,5,180,35,,,220,2020-03-06T21:00:00Z
20200306,TX,5,,,,,5,2020-03-06T21:00:00Z
20200306,AZ,3,33,15,,,51,2020-03-06T21:00:00Z
20200306,MD,3,26,12,,,41,2020-03-06T21:00:00Z
20200306,OR,3,64,28,,,95,2020-03-06T21:00:00Z
20200306,CO,2,46,30,,,78,2020-03-06T21:00:00Z
20200306,GA,2,,,,,2,2020-03-06T21:00:00Z
20200306,NC,2,,,,,2,2020-03-06T21:00:00Z
20200306,NH,2,20,3,,,25,2020-03-06T21:00:00Z
20200306,PA,2,,,,,2,2020-03-06T21:00:00Z
20200306,IN,1,,,,,1,2020-03-06T21:00:00Z
20200306,NJ,1,,,,,1,2020-03-06T21:00:00Z
20200306,NV,1,14,,,,15,2020-03-06T21:00:00Z
20200306,TN,1,,,,,1,2020-03-06T21:00:00Z
20200306,WI,1,31,12,,,44,2020-03-06T21:00:00Z
20200306,AK,0,8,1,,,9,2020-03-06T21:00:00Z
20200306,AR,0,6,0,,,6,2020-03-06T21:00:00Z
20200306,DC,0,8,1,,,9,2020-03-06T21:00:00Z
20200306,DE,0,10,0,,,10,2020-03-06T21:00:00Z
20200306,IA,0,15,2,,,17,2020-03-06T21:00:00Z
20200306,KS,0,4,0,,,4,2020-03-06T21:00:00Z
20200306,KY,0,7,3,,,10,2020-03-06T21:00:00Z
20200306,MI,0,8,8,,,16,2020-03-06T21:00:00Z
20200306,MN,0,36,,,,36,2020-03-06T21:00:00Z
20200306,NE,0,17,5,,,22,2020-03-06T21:00:00Z
20200306,NM,0,16,0,,,16,2020-03-06T21:00:00Z
20200306,OH,0,8,2,,,10,2020-03-06T21:00:00Z
20200306,SC,0,5,0,,,5,2020-03-06T21:00:00Z
20200306,VA,0,21,10,,,31,2020-03-06T21:00:00Z
20200306,VT,0,8,,,,8,2020-03-06T21:00:00Z
20200306,WV,0,1,4,,,5,2020-03-06T21:00:00Z
20200305,WA,70,,,,,70,2020-03-05T21:00:00Z
20200305,CA,53,462,,,,515,2020-03-05T21:00:00Z
20200305,NY,22,76,24,,,122,2020-03-05T21:00:00Z
20200305,FL,9,31,69,,,109,2020-03-05T21:00:00Z
20200305,IL,5,165,27,,,197,2020-03-05T21:00:00Z
20200305,OR,3,45,13,,,61,2020-03-05T21:00:00Z
20200305,AZ,2,28,6,,,36,2020-03-05T21:00:00Z
20200305,GA,2,,,,,2,2020-03-05T21:00:00Z
20200305,MA,2,,,,,2,2020-03-05T21:00:00Z
20200305,NH,2,16,4,,,22,2020-03-05T21:00:00Z
20200305,NC,1,,,,,1,2020-03-05T21:00:00Z
20200305,NJ,1,,,,,1,2020-03-05T21:00:00Z
20200305,NV,1,14,,,,15,2020-03-05T21:00:00Z
20200305,TN,1,,,,,1,2020-03-05T21:00:00Z
20200305,TX,1,,,,,1,2020-03-05T21:00:00Z
20200305,WI,1,19,6,,,26,2020-03-05T21:00:00Z
20200305,CO,0,19,21,,,40,2020-03-05T21:00:00Z
20200305,DC,0,6,2,,,8,2020-03-05T21:00:00Z
20200305,MI,0,8,0,,,8,2020-03-05T21:00:00Z
20200305,NE,0,17,5,,,22,2020-03-05T21:00:00Z
20200305,OH,0,7,3,,,10,2020-03-05T21:00:00Z
20200305,SC,0,5,0,,,5,2020-03-05T21:00:00Z
20200305,VA,0,18,3,,,21,2020-03-05T21:00:00Z
20200305,MD,0,17,14,,,31,2020-03-05T21:00:00Z
20200304,AZ,2,27,5,,,34,2020-03-04T21:00:00Z
20200304,CA,53,462,,,,515,2020-03-04T21:00:00Z
20200304,FL,2,24,16,,,42,2020-03-04T21:00:00Z
20200304,GA,2,,,,,2,2020-03-04T21:00:00Z
20200304,IL,4,124,27,,,155,2020-03-04T21:00:00Z
20200304,MA,2,,,,,2,2020-03-04T21:00:00Z
20200304,NC,1,,,,,1,2020-03-04T21:00:00Z
20200304,NH,2,10,7,,,19,2020-03-04T21:00:00Z
20200304,NY,6,48,24,,,78,2020-03-04T21:00:00Z
20200304,OR,3,29,18,,,50,2020-03-04T21:00:00Z
20200304,SC,0,5,0,,,5,2020-03-04T21:00:00Z
20200304,TX,1,,,,,1,2020-03-04T21:00:00Z
20200304,WA,39,,,,,39,2020-03-04T21:00:00Z
20200304,WI,1,19,6,,,26,2020-03-04T21:00:00Z
